id,payload
366FYU4PTGU140DUI0N9I2TACTAKEI_A1O9KH81C40LKG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was an extremely powerful Cape Verde hurricane that caused widespread destruction across its path in early September 2017."", ""Extracted_Claims"": [""Hurricane Irma was a Cape Verde hurricane"", ""Hurricane Irma was extremely powerful"", ""Hurricane Irma caused widespread destruction"", ""Hurricane Irma occurred in early September 2017""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, true, false], ""Audio_Answers"": [false, true, true, false], ""OCR_Answers"": [false, true, false, false], ""Neither_Answers"": [true, false, false, true]}"
366FYU4PTGU140DUI0N9I2TACTAKEI_A11AN2HEMADVQS,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was an extremely powerful Cape Verde hurricane that caused widespread destruction across its path in early September 2017."", ""Extracted_Claims"": [""Hurricane Irma was a Cape Verde hurricane"", ""Hurricane Irma was extremely powerful"", ""Hurricane Irma caused widespread destruction"", ""Hurricane Irma occurred in early September 2017""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, true, true, false], ""Audio_Answers"": [false, true, true, false], ""OCR_Answers"": [false, true, true, false], ""Neither_Answers"": [true, false, false, true]}"
366FYU4PTGU140DUI0N9I2TACTAKEI_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was an extremely powerful Cape Verde hurricane that caused widespread destruction across its path in early September 2017."", ""Extracted_Claims"": [""Hurricane Irma was a Cape Verde hurricane"", ""Hurricane Irma was extremely powerful"", ""Hurricane Irma caused widespread destruction"", ""Hurricane Irma occurred in early September 2017""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, true, true, false], ""Audio_Answers"": [false, true, true, true], ""OCR_Answers"": [false, true, true, true], ""Neither_Answers"": [true, false, false, false]}"
366FYU4PTGU140DUI0N9I2TACTAKEI_A11J530JMR0EVG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Hurricane Irma was an extremely powerful Cape Verde hurricane that caused widespread destruction across its path in early September 2017."", ""Extracted_Claims"": [""Hurricane Irma was a Cape Verde hurricane"", ""Hurricane Irma was extremely powerful"", ""Hurricane Irma caused widespread destruction"", ""Hurricane Irma occurred in early September 2017""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, false], ""Audio_Answers"": [false, true, true, false], ""OCR_Answers"": [false, true, true, false], ""Neither_Answers"": [true, false, false, true]}"
373L46LKP7B9FGZMW1Y0FI62H16KJ3_A1O9KH81C40LKG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""On September 4, Irma resumed intensifying, becoming a Category 5 hurricane by early on the next day."", ""Extracted_Claims"": [""Irma resumed intensifying on September 4"", ""Irma became a Category 5 hurricane by early September 5\n"", ""Irma became a Category 5 hurricane""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false], ""Audio_Answers"": [false, false, true], ""OCR_Answers"": [true, true, true], ""Neither_Answers"": [false, false, false]}"
373L46LKP7B9FGZMW1Y0FI62H16KJ3_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""On September 4, Irma resumed intensifying, becoming a Category 5 hurricane by early on the next day."", ""Extracted_Claims"": [""Irma resumed intensifying on September 4"", ""Irma became a Category 5 hurricane by early September 5\n"", ""Irma became a Category 5 hurricane""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false], ""Audio_Answers"": [true, true, true], ""OCR_Answers"": [true, true, true], ""Neither_Answers"": [false, false, false]}"
373L46LKP7B9FGZMW1Y0FI62H16KJ3_A11J530JMR0EVG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""On September 4, Irma resumed intensifying, becoming a Category 5 hurricane by early on the next day."", ""Extracted_Claims"": [""Irma resumed intensifying on September 4"", ""Irma became a Category 5 hurricane by early September 5\n"", ""Irma became a Category 5 hurricane""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false], ""Audio_Answers"": [false, false, true], ""OCR_Answers"": [true, true, true], ""Neither_Answers"": [false, false, false]}"
373L46LKP7B9FGZMW1Y0FI62H16KJ3_A11AN2HEMADVQS,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""On September 4, Irma resumed intensifying, becoming a Category 5 hurricane by early on the next day."", ""Extracted_Claims"": [""Irma resumed intensifying on September 4"", ""Irma became a Category 5 hurricane by early September 5\n"", ""Irma became a Category 5 hurricane""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false], ""Audio_Answers"": [false, false, true], ""OCR_Answers"": [true, true, true], ""Neither_Answers"": [false, false, false]}"
37PGLWGSJTBDK5FGEJD03HR24MHKIR_A11J530JMR0EVG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was also the most intense hurricane to strike the continental United States since Katrina in 2005, the first major hurricane to make landfall in Florida since Wilma in the same year, and the first Category 4 hurricane to strike the state since Charley in 2004."", ""Extracted_Claims"": [""Hurricane Irma struck the continental United States"", ""Hurricane Irma was more intense than any hurricane that hit the continental United States since 2005"", ""Hurricane Irma made landfall in Florida"", ""Hurricane Irma was a Category 4 hurricane when it struck Florida"", ""Hurricane Katrina struck the continental United States"", ""Hurricane Katrina occurred in 2005"", ""Hurricane Wilma occurred in 2017"", ""Hurricane Wilma made landfall in Florida"", ""Hurricane Charley was a Category 4 hurricane when it struck Florida"", ""Hurricane Charley made landfall in Florida"", ""Hurricane Charley occurred in 2004"", ""No Category 4 hurricanes struck Florida from 2004 to 2017"", ""No hurricanes made landfall in Florida between Wilma and Irma""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""Audio_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""OCR_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""Neither_Answers"": [false, true, false, true, true, true, true, true, true, true, true, true, true]}"
37PGLWGSJTBDK5FGEJD03HR24MHKIR_A1O9KH81C40LKG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was also the most intense hurricane to strike the continental United States since Katrina in 2005, the first major hurricane to make landfall in Florida since Wilma in the same year, and the first Category 4 hurricane to strike the state since Charley in 2004."", ""Extracted_Claims"": [""Hurricane Irma struck the continental United States"", ""Hurricane Irma was more intense than any hurricane that hit the continental United States since 2005"", ""Hurricane Irma made landfall in Florida"", ""Hurricane Irma was a Category 4 hurricane when it struck Florida"", ""Hurricane Katrina struck the continental United States"", ""Hurricane Katrina occurred in 2005"", ""Hurricane Wilma occurred in 2017"", ""Hurricane Wilma made landfall in Florida"", ""Hurricane Charley was a Category 4 hurricane when it struck Florida"", ""Hurricane Charley made landfall in Florida"", ""Hurricane Charley occurred in 2004"", ""No Category 4 hurricanes struck Florida from 2004 to 2017"", ""No hurricanes made landfall in Florida between Wilma and Irma""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [true, false, true, true, false, false, false, false, false, false, false, false, false], ""Audio_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""OCR_Answers"": [false, false, false, true, false, false, false, false, false, false, false, false, false], ""Neither_Answers"": [false, true, false, false, true, true, true, true, true, true, true, true, true]}"
37PGLWGSJTBDK5FGEJD03HR24MHKIR_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was also the most intense hurricane to strike the continental United States since Katrina in 2005, the first major hurricane to make landfall in Florida since Wilma in the same year, and the first Category 4 hurricane to strike the state since Charley in 2004."", ""Extracted_Claims"": [""Hurricane Irma struck the continental United States"", ""Hurricane Irma was more intense than any hurricane that hit the continental United States since 2005"", ""Hurricane Irma made landfall in Florida"", ""Hurricane Irma was a Category 4 hurricane when it struck Florida"", ""Hurricane Katrina struck the continental United States"", ""Hurricane Katrina occurred in 2005"", ""Hurricane Wilma occurred in 2017"", ""Hurricane Wilma made landfall in Florida"", ""Hurricane Charley was a Category 4 hurricane when it struck Florida"", ""Hurricane Charley made landfall in Florida"", ""Hurricane Charley occurred in 2004"", ""No Category 4 hurricanes struck Florida from 2004 to 2017"", ""No hurricanes made landfall in Florida between Wilma and Irma""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, false, false, false, false, false, false, false, false, false, false], ""Audio_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""OCR_Answers"": [true, false, true, false, false, false, false, false, false, false, false, false, false], ""Neither_Answers"": [false, true, false, true, true, true, true, true, true, true, true, true, true]}"
37PGLWGSJTBDK5FGEJD03HR24MHKIR_A11AN2HEMADVQS,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""It was also the most intense hurricane to strike the continental United States since Katrina in 2005, the first major hurricane to make landfall in Florida since Wilma in the same year, and the first Category 4 hurricane to strike the state since Charley in 2004."", ""Extracted_Claims"": [""Hurricane Irma struck the continental United States"", ""Hurricane Irma was more intense than any hurricane that hit the continental United States since 2005"", ""Hurricane Irma made landfall in Florida"", ""Hurricane Irma was a Category 4 hurricane when it struck Florida"", ""Hurricane Katrina struck the continental United States"", ""Hurricane Katrina occurred in 2005"", ""Hurricane Wilma occurred in 2017"", ""Hurricane Wilma made landfall in Florida"", ""Hurricane Charley was a Category 4 hurricane when it struck Florida"", ""Hurricane Charley made landfall in Florida"", ""Hurricane Charley occurred in 2004"", ""No Category 4 hurricanes struck Florida from 2004 to 2017"", ""No hurricanes made landfall in Florida between Wilma and Irma""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [true, false, true, true, false, false, false, false, false, false, false, false, false], ""Audio_Answers"": [true, true, true, false, false, false, false, false, false, false, false, false, false], ""OCR_Answers"": [false, true, true, false, false, false, false, false, false, false, false, false, false], ""Neither_Answers"": [false, false, false, false, true, true, true, true, true, true, true, true, true]}"
38G0E1M85MAW974S74GLOTQUEFBUVV_A1O9KH81C40LKG,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire contaminated the site and nearby areas of Paris with toxic dust and lead."", ""Extracted_Claims"": [""The fire contaminated the site"", ""The fire contaminated nearby areas of Paris"", ""The contamination included toxic dust"", ""The contamination included lead""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, false, false, false], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, true, true, true]}"
38G0E1M85MAW974S74GLOTQUEFBUVV_A11J530JMR0EVG,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire contaminated the site and nearby areas of Paris with toxic dust and lead."", ""Extracted_Claims"": [""The fire contaminated the site"", ""The fire contaminated nearby areas of Paris"", ""The contamination included toxic dust"", ""The contamination included lead""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, false, false, false], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, true, true, true]}"
38G0E1M85MAW974S74GLOTQUEFBUVV_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire contaminated the site and nearby areas of Paris with toxic dust and lead."", ""Extracted_Claims"": [""The fire contaminated the site"", ""The fire contaminated nearby areas of Paris"", ""The contamination included toxic dust"", ""The contamination included lead""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, false, false, false], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, true, true, true]}"
38G0E1M85MAW974S74GLOTQUEFBUVV_A11AN2HEMADVQS,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire contaminated the site and nearby areas of Paris with toxic dust and lead."", ""Extracted_Claims"": [""The fire contaminated the site"", ""The fire contaminated nearby areas of Paris"", ""The contamination included toxic dust"", ""The contamination included lead""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [true, true, true, false], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [false, false, false, true]}"
3FHTJGYT8N50Z5611NI5EM0LJJVPG5_A1O9KH81C40LKG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Another eyewall replacement cycle caused Irma to weaken back to a Category 4 hurricane, but the storm re-attained Category 5 status before making landfall in Cuba."", ""Extracted_Claims"": [""Irma experienced an eyewall replacement cycle"", ""An eyewall replacement cycle caused Irma weaken"", ""Irma weakened from a Category 5 to Category 4 hurricane"", ""Irma regained Category 5 status before making landfall in Cuba"", ""Irma made landfall in Cuba""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, false, false], ""Audio_Answers"": [false, false, false, false, false], ""OCR_Answers"": [false, false, true, false, false], ""Neither_Answers"": [true, true, false, true, true]}"
3FHTJGYT8N50Z5611NI5EM0LJJVPG5_A11J530JMR0EVG,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Another eyewall replacement cycle caused Irma to weaken back to a Category 4 hurricane, but the storm re-attained Category 5 status before making landfall in Cuba."", ""Extracted_Claims"": [""Irma experienced an eyewall replacement cycle"", ""An eyewall replacement cycle caused Irma weaken"", ""Irma weakened from a Category 5 to Category 4 hurricane"", ""Irma regained Category 5 status before making landfall in Cuba"", ""Irma made landfall in Cuba""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, true, true], ""Audio_Answers"": [false, false, false, true, true], ""OCR_Answers"": [false, false, true, true, false], ""Neither_Answers"": [true, true, false, false, false]}"
3FHTJGYT8N50Z5611NI5EM0LJJVPG5_A11AN2HEMADVQS,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Another eyewall replacement cycle caused Irma to weaken back to a Category 4 hurricane, but the storm re-attained Category 5 status before making landfall in Cuba."", ""Extracted_Claims"": [""Irma experienced an eyewall replacement cycle"", ""An eyewall replacement cycle caused Irma weaken"", ""Irma weakened from a Category 5 to Category 4 hurricane"", ""Irma regained Category 5 status before making landfall in Cuba"", ""Irma made landfall in Cuba""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, false, true], ""Audio_Answers"": [false, false, false, true, true], ""OCR_Answers"": [false, false, true, true, false], ""Neither_Answers"": [true, true, false, false, false]}"
3FHTJGYT8N50Z5611NI5EM0LJJVPG5_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Hurricane Irma"", ""Claim_Sentence"": ""Another eyewall replacement cycle caused Irma to weaken back to a Category 4 hurricane, but the storm re-attained Category 5 status before making landfall in Cuba."", ""Extracted_Claims"": [""Irma experienced an eyewall replacement cycle"", ""An eyewall replacement cycle caused Irma weaken"", ""Irma weakened from a Category 5 to Category 4 hurricane"", ""Irma regained Category 5 status before making landfall in Cuba"", ""Irma made landfall in Cuba""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/0fXN4hBjQQg.mp4"", ""Video_Answers"": [false, false, false, false, true], ""Audio_Answers"": [false, false, false, true, true], ""OCR_Answers"": [false, false, true, true, true], ""Neither_Answers"": [true, true, false, false, false]}"
3GKAWYFRAPYXNLWAZXHX81XO6RFPDV_A11J530JMR0EVG,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""By the time the fire was extinguished, the cathedral's wooden spire (fl\u00e8che) had collapsed, most of the wooden roof had been destroyed, and the cathedral's upper walls were severely damaged."", ""Extracted_Claims"": [""The fire was extinguished"", ""The cathedral's wooden spire (fl\u00e8che) collapsed"", ""Most of the cathedral's wooden roof was destroyed"", ""The cathedral's upper walls were severely damaged""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, true, false, false], ""Audio_Answers"": [false, true, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, false, true, true]}"
3GKAWYFRAPYXNLWAZXHX81XO6RFPDV_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""By the time the fire was extinguished, the cathedral's wooden spire (fl\u00e8che) had collapsed, most of the wooden roof had been destroyed, and the cathedral's upper walls were severely damaged."", ""Extracted_Claims"": [""The fire was extinguished"", ""The cathedral's wooden spire (fl\u00e8che) collapsed"", ""Most of the cathedral's wooden roof was destroyed"", ""The cathedral's upper walls were severely damaged""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, true, false, true], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, false, true, false]}"
3GKAWYFRAPYXNLWAZXHX81XO6RFPDV_A1O9KH81C40LKG,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""By the time the fire was extinguished, the cathedral's wooden spire (fl\u00e8che) had collapsed, most of the wooden roof had been destroyed, and the cathedral's upper walls were severely damaged."", ""Extracted_Claims"": [""The fire was extinguished"", ""The cathedral's wooden spire (fl\u00e8che) collapsed"", ""Most of the cathedral's wooden roof was destroyed"", ""The cathedral's upper walls were severely damaged""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, true, false, false], ""Audio_Answers"": [false, false, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, false, true, true]}"
3GKAWYFRAPYXNLWAZXHX81XO6RFPDV_A11AN2HEMADVQS,"{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""By the time the fire was extinguished, the cathedral's wooden spire (fl\u00e8che) had collapsed, most of the wooden roof had been destroyed, and the cathedral's upper walls were severely damaged."", ""Extracted_Claims"": [""The fire was extinguished"", ""The cathedral's wooden spire (fl\u00e8che) collapsed"", ""Most of the cathedral's wooden roof was destroyed"", ""The cathedral's upper walls were severely damaged""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/3QtYT_Ac9Kc.mp4"", ""Video_Answers"": [false, true, true, true], ""Audio_Answers"": [false, true, false, false], ""OCR_Answers"": [false, false, false, false], ""Neither_Answers"": [true, false, false, false]}"
3JYPJ2TAYIDUL5A6Q3CNW109I4VPF6_A21H4IRGU6ORSZ,"{""Wiki_Title"": ""2018 Anchorage earthquake"", ""Claim_Sentence"": ""On November 30, 2018, at 8:29 a.m. AKST (17:29 UTC), a magnitude 7.1 earthquake hit Anchorage in South Central Alaska."", ""Extracted_Claims"": [""The earthquake occurred"", ""The earthquake occurred on November 30 2018"", ""The earthquake occurred at 8:29 a.m. AKST"", ""The earthquake hit Anchorage"", ""The earthquake hit South Central Alaska"", ""The earthquake had a magnitude of 7.1""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/DSkG2gEz-6Y.mp4"", ""Video_Answers"": [true, false, false, false, false, false], ""Audio_Answers"": [true, false, false, true, true, true], ""OCR_Answers"": [true, false, false, true, true, true], ""Neither_Answers"": [false, true, true, false, false, false]}"
3JYPJ2TAYIDUL5A6Q3CNW109I4VPF6_A11J530JMR0EVG,"{""Wiki_Title"": ""2018 Anchorage earthquake"", ""Claim_Sentence"": ""On November 30, 2018, at 8:29 a.m. AKST (17:29 UTC), a magnitude 7.1 earthquake hit Anchorage in South Central Alaska."", ""Extracted_Claims"": [""The earthquake occurred"", ""The earthquake occurred on November 30 2018"", ""The earthquake occurred at 8:29 a.m. AKST"", ""The earthquake hit Anchorage"", ""The earthquake hit South Central Alaska"", ""The earthquake had a magnitude of 7.1""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/DSkG2gEz-6Y.mp4"", ""Video_Answers"": [false, false, false, false, true, false], ""Audio_Answers"": [true, false, false, true, true, false], ""OCR_Answers"": [true, false, false, true, true, false], ""Neither_Answers"": [false, true, true, false, false, true]}"
3JYPJ2TAYIDUL5A6Q3CNW109I4VPF6_A11AN2HEMADVQS,"{""Wiki_Title"": ""2018 Anchorage earthquake"", ""Claim_Sentence"": ""On November 30, 2018, at 8:29 a.m. AKST (17:29 UTC), a magnitude 7.1 earthquake hit Anchorage in South Central Alaska."", ""Extracted_Claims"": [""The earthquake occurred"", ""The earthquake occurred on November 30 2018"", ""The earthquake occurred at 8:29 a.m. AKST"", ""The earthquake hit Anchorage"", ""The earthquake hit South Central Alaska"", ""The earthquake had a magnitude of 7.1""], ""Video_Url"": ""http://cs.jhu.edu/~amart233/videos/DSkG2gEz-6Y.mp4"", ""Video_Answers"": [true, false, false, true, true, false], ""Audio_Answers"": [true, false, false, true, true, false], ""OCR_Answers"": [false, false, false, true, true, false], ""Neither_Answers"": [false, true, true, false, false, true]}"
